Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
39.145,8.7549,7.4053,3.1696,.0318
39.15,8.7491,7.4033,3.2676,.0531
39.155,8.752,7.4011,3.2708,.0562
39.16,8.7335,7.3994,3.1878,.0518
39.165,8.7403,7.3962,3.1064,.0541
39.17,8.7189,7.3949,3.0701,.0562
39.175,8.7228,7.3926,3.0597,.0637
39.18,8.7299,7.391,3.0331,.0565
39.185,8.7115,7.3806,3.0253,.0413
39.19,8.7163,7.3874,3.014,.0282
39.195,8.6956,7.3868,3.0153,.0177
39.2,8.7037,7.3887,3.0412,.0123
39.205,8.6943,7.3871,3.0639,.0104
39.21,8.6962,7.3874,3.0198,.0036
39.215,8.7004,7.3913,3.0565,.0114
39.22,8.6787,7.3855,3.0986,.0169
39.225,8.6917,7.3852,3.1158,.0219
39.23,8.6755,7.3848,3.1787,.0332
39.235,8.6956,7.3829,3.2206,.0421
39.24,8.6956,7.3803,3.1706,.0484
39.245,8.6858,7.3806,3.1382,.0601
39.25,8.6913,7.3832,3.1336,.0722
39.255,8.6806,7.3741,3.0659,.076
39.26,8.6946,7.3703,3.086,.0751
39.265,8.7731,7.3673,3.0636,.0649
39.27,8.6806,7.366,3.025,.0523
39.275,8.6514,7.3657,2.9883,.0436
39.28,8.6382,7.3644,2.9737,.028
39.285,8.6502,7.3631,2.9877,.0198
39.29,8.6527,7.3621,2.9663,.0054
39.295,8.6667,7.3628,3.0221,.0037
39.3,8.6618,7.3628,3.0976,.0044
39.305,8.6635,7.3612,3.1061,.0057
39.31,8.666,7.3651,3.1593,.0037
39.315,8.6628,7.3625,3.1985,.0135
39.32,8.6667,7.3621,3.1713,.0224
39.325,8.655,7.3621,3.1625,.03
39.33,8.6547,7.3586,3.1742,.0441
39.335,8.6518,7.357,3.2212,.0567
39.34,8.6459,7.3579,3.1696,.0556
39.345,8.6427,7.3534,3.0879,.0509
39.35,8.6313,7.3514,3.05,.0463
39.355,8.6064,7.3492,3.0399,.041
39.36,8.6291,7.3485,3.0584,.0366
39.365,8.642,7.3472,2.9757,.0209
39.37,8.5739,7.3469,2.8936,-.0053
39.375,8.6193,7.345,2.9251,-.0018
39.38,8.633,7.3475,3.0321,.0033
39.385,8.6369,7.3475,3.086,.0063
39.39,8.6427,7.3469,3.1525,.0122
39.395,8.6346,7.3469,3.1765,.019
39.4,8.6356,7.3472,3.1236,.0172
39.405,8.6349,7.3479,3.0701,.0186
39.41,8.621,7.3313,3.1038,.0324
39.415,8.6362,7.3433,3.1158,.0381
39.42,8.6239,7.342,3.1083,.0365
39.425,8.6229,7.3437,3.0756,.0326
39.43,8.6158,7.3401,3.0769,.0272
39.435,8.6245,7.3404,3.0824,.0251
39.44,8.6326,7.3437,3.0762,.0219
39.445,8.6245,7.3368,3.049,.018
39.45,8.6226,7.3375,3.0195,.0093
39.455,8.6125,7.3372,3.0243,.0055
39.46,8.606,7.3372,3.0759,.0059
39.465,8.5986,7.3372,3.0905,.0059
39.47,8.5924,7.3401,3.1171,.0055
39.475,8.5976,7.3394,3.1405,.0078
39.48,8.5934,7.3339,3.1392,.0136
39.485,8.5908,7.3372,3.1333,.0204
39.49,8.5931,7.3326,3.1463,.0282
39.495,8.5872,7.3346,3.1181,.0282
39.5,8.5914,7.3336,3.1132,.0334
39.505,8.5989,7.3359,3.0746,.0285
39.51,8.6025,7.3323,3.0519,.0266
39.515,8.6109,7.3336,3.0733,.0274
39.52,8.6096,7.3294,3.0578,.0285
39.525,8.6167,7.3291,3.0558,.0264
39.53,8.618,7.3281,3.0467,.0224
39.535,8.6086,7.3287,3.0607,.0219
39.54,8.7033,7.3171,3.0698,.0188
39.545,8.6015,7.3258,3.0458,.0135
39.55,8.595,7.3252,3.0256,.0067
39.555,8.583,7.3265,3.0483,.0054
39.56,8.5853,7.3252,3.06,.0063
39.565,8.5817,7.3245,3.0733,.0091
39.57,8.594,7.3239,3.0698,.0084
39.575,8.584,7.3248,3.1204,.0105
39.58,8.5918,7.3245,3.1028,.0141
39.585,8.5914,7.3239,3.1437,.0195
39.59,8.5876,7.3229,3.1528,.0266
39.595,8.595,7.3222,3.1359,.0275
39.6,8.5901,7.319,3.1064,.0227
39.605,8.5872,7.3203,3.059,.0191
39.61,8.6868,7.3213,3.0302,.0115
39.615,8.6865,7.321,3.012,.0062
39.62,8.6579,7.3187,3.0354,.0041
39.625,8.6751,7.321,3.0873,.0041
39.63,8.6904,7.3216,3.1103,.0036
39.635,8.5908,7.3171,3.1109,.0081
39.64,8.5814,7.3206,3.1152,.011
39.645,8.5885,7.3193,3.1041,.0125
39.65,8.5811,7.318,3.108,.0177
39.655,8.5794,7.319,3.1041,.0195
39.66,8.5743,7.3187,3.0749,.0206
39.665,8.5694,7.3197,3.0659,.0156
39.67,8.5697,7.3177,3.0493,.013
39.675,8.5512,7.3167,3.0458,.0143
39.68,8.5597,7.3161,3.1028,.0203
39.685,8.5509,7.3161,3.0639,.0203
39.69,8.5587,7.3154,3.1019,.022
39.695,8.5752,7.3161,3.0944,.0224
39.7,8.6745,7.3222,3.0759,.0177
39.705,8.6751,7.3141,3.0574,.0136
39.71,8.6258,7.3132,3.0192,.0086
39.715,8.6764,7.3135,3.0172,.0047
39.72,8.6962,7.3135,3.0438,.0025
39.725,8.6647,7.3128,3.0749,.0013
39.73,8.6745,7.3132,3.1113,.0031
39.735,8.559,7.3132,3.1187,.0052
39.74,8.5571,7.3135,3.0944,.006
39.745,8.5493,7.3132,3.074,.0068
39.75,8.5528,7.3138,3.0963,.0094
39.755,8.5538,7.3132,3.1054,.0089
39.76,8.546,7.3109,3.0785,.0097
39.765,8.5477,7.306,3.0863,.0097
39.77,8.5451,7.3122,3.0779,.0094
39.775,8.5567,7.3119,3.0947,.0063
39.78,8.5486,7.3115,3.0672,.0036
39.785,8.6842,7.3128,3.0824,.0042
39.79,8.6751,7.3122,3.0535,.001
39.795,8.5619,7.3099,3.038,.0047
39.8,8.5574,7.3119,3.0944,.0093
39.805,8.5483,7.3115,3.1158,.0127
39.81,8.5551,7.3102,3.1126,.0151
39.815,8.5483,7.3106,3.1265,.0178
39.82,8.5535,7.3102,3.0866,.0207
39.825,8.5496,7.3102,3.0701,.0188
39.83,8.5357,7.3112,3.0532,.0196
39.835,8.5509,7.308,3.0714,.0196
39.84,8.5441,7.3073,3.0347,.0136
39.845,8.5483,7.3073,3.0467,.0075
39.85,8.5493,7.3073,3.026,.0025
39.855,8.5597,7.308,3.0571,.0007
39.86,8.5717,7.3099,3.0633,.0049
39.865,8.5587,7.307,3.0509,.0055
39.87,8.583,7.3067,3.0775,.0041
39.875,8.5717,7.3064,3.0707,.0036
39.88,8.5629,7.3073,3.0986,.0016
39.885,8.5674,7.307,3.1139,.0047
39.89,8.5593,7.3073,3.0792,.0031
39.895,8.5554,7.3171,3.0834,.0041
39.9,8.5522,7.307,3.0743,.0084
39.905,8.56,7.307,3.0944,.0118
39.91,8.5684,7.3041,3.1405,.0169
39.915,8.608,7.3057,3.1557,.0173
39.92,8.5652,7.3057,3.0918,.0141
39.925,8.5541,7.3083,3.0587,.0049
39.93,8.5665,7.3057,3.0234,.0021
39.935,8.5626,7.3054,3.0211,.0031
39.94,8.5496,7.3054,3.0399,.0041
39.945,8.5535,7.3054,3.0733,.0075
39.95,8.5425,7.3044,3.1054,.0068
39.955,8.5467,7.3021,3.1087,.0067
39.96,8.5402,7.3073,3.0792,.0068
39.965,8.5486,7.3051,3.0869,.0078
39.97,8.5434,7.3051,3.0519,.008
39.975,8.5447,7.3057,3.047,.0065
39.98,8.5418,7.3047,3.0509,.0033
39.985,8.536,7.3031,3.0464,.0023
39.99,8.5402,7.3005,3.0597,.001
39.995,8.5392,7.3034,3.0811,.002
40,8.5376,7.3041,3.0756,.0057
40.005,8.5509,7.3044,3.0801,.0078
40.01,8.5567,7.3038,3.0672,.006
40.015,8.5499,7.2999,3.0824,.006
40.02,8.5512,7.3025,3.0717,.0052
40.025,8.5503,7.3028,3.0756,.0054
40.03,8.5473,7.3038,3.0594,.0055
40.035,8.5464,7.3028,3.0762,.0063
40.04,8.5405,7.3038,3.0766,.0054
40.045,8.5512,7.2973,3.0973,.0101
40.05,8.5389,7.3012,3.1113,.0164
40.055,8.5395,7.3012,3.2297,.042
40.06,8.5334,7.2999,3.2854,.0706
40.065,8.511,7.2953,3.2994,.1053
40.07,8.5097,7.2898,3.434,.1556
40.075,8.4896,7.2856,3.4966,.1867
40.08,8.4847,7.2762,3.4041,.2061
40.085,8.4646,7.2668,3.3182,.2333
40.09,8.4409,7.2558,3.3399,.2746
40.095,8.4186,7.2457,3.3286,.3052
40.1,8.3881,7.2321,3.3308,.3293
40.105,8.3667,7.2162,3.3474,.3682
40.11,8.341,7.2013,3.3539,.3959
40.115,8.32,7.1867,3.2978,.4185
40.12,8.2924,7.1682,3.3276,.4423
40.125,8.2567,7.1513,3.291,.4736
40.13,8.2262,7.1322,3.2799,.5014
40.135,8.1704,7.113,3.2498,.5298
40.14,8.1331,7.0952,3.265,.5613
40.145,8.1033,7.0689,3.2507,.5746
40.15,8.0537,7.0462,3.2621,.5934
40.155,8.0034,7.0274,3.2841,.5961
40.16,7.9499,7.0005,3.2631,.6135
40.165,7.9074,6.9752,3.2439,.6424
40.17,7.8367,6.9486,3.2112,.6724
40.175,7.7802,6.9223,3.1891,.6965
40.18,7.7407,6.8948,3.2232,.71
40.185,7.6615,6.8643,3.2031,.7279
40.19,7.6197,6.8367,3.1959,.736
40.195,7.5714,6.8075,3.0149,.7181
40.2,7.4919,6.777,2.9867,.6972
40.205,7.4406,6.7452,2.8174,.6494
40.21,7.4007,6.7245,2.6248,.6161
40.215,7.3443,6.6995,2.593,.605
40.22,7.2879,6.6794,2.7169,.584
40.225,7.2548,6.6547,2.7568,.5529
40.23,7.2107,6.634,2.7581,.5218
40.235,7.1559,6.6122,2.9021,.5166
40.24,7.1143,6.5951,2.8333,.4966
40.245,7.103,6.573,2.9695,.5252
40.25,7.0618,6.5506,3.35,.5589
40.255,6.9992,6.5299,3.2712,.546
40.26,6.9609,6.5072,2.989,.5513
40.265,6.9262,6.4877,3.0318,.5699
40.27,6.8766,6.4647,3.2225,.5963
40.275,6.812,6.4394,3.134,.6057
40.28,6.7647,6.4141,3.1401,.6229
40.285,6.7313,6.3897,3.1041,.6306
40.29,6.6794,6.3657,3.0136,.6182
40.295,6.6239,6.3404,2.9442,.6038
40.3,6.5915,6.3161,3.0075,.6067
40.305,6.5328,6.2947,2.8751,.5694
40.31,6.499,6.2727,2.6517,.5006
40.315,6.4488,6.2509,2.7311,.5188
40.32,6.4296,6.2302,2.9368,.5191
40.325,6.3748,6.2078,2.9643,.5073
40.33,6.3343,6.1854,2.9883,.5215
40.335,6.3064,6.1669,3.05,.5254
40.34,6.2564,6.1455,2.976,.5212
40.345,6.2146,6.1222,3.05,.557
40.35,6.165,6.0988,3.2219,.5978
40.355,6.1209,6.0764,3.1953,.6046
40.36,6.0703,6.0524,3.0749,.6102
40.365,6.0132,6.0229,3.025,.597
40.37,5.9694,6.0034,2.9082,.6041
40.375,5.9204,5.9804,2.8826,.5932
40.38,5.8646,5.9584,2.9588,.6005
40.385,5.8176,5.9353,2.8216,.5728
40.39,5.7745,5.9123,2.6293,.5387
40.395,5.7398,5.8922,2.7302,.5319
40.4,5.6888,5.8666,2.8846,.5356
40.405,5.6496,5.8445,2.903,.5217
40.41,5.6116,5.8234,3.0097,.5196
40.415,5.5734,5.8033,2.9608,.5137
40.42,5.5315,5.7822,2.9118,.4828
40.425,5.4919,5.7595,2.988,.5003
40.43,5.4475,5.7556,3.1213,.5293
40.435,5.4092,5.7203,3.0412,.5426
40.44,5.3749,5.6976,3.0029,.5647
40.445,5.333,5.6749,3.0548,.5782
40.45,5.2886,5.6509,3.0934,.5885
40.455,5.2409,5.6259,3.023,.5958
40.46,5.1955,5.5993,2.9585,.6005
40.465,5.1514,5.5782,2.8829,.5756
40.47,5.1076,5.5555,2.6779,.5618
40.475,5.0583,5.5328,2.6945,.56
40.48,5.0158,5.5121,2.8768,.5408
40.485,4.9636,5.4907,2.9225,.5338
40.49,4.9208,5.4699,2.9134,.5238
40.495,4.8737,5.4449,2.8408,.5162
40.5,4.8319,5.4271,2.8567,.5225
40.505,4.7888,5.4037,2.9455,.5359
40.51,4.7508,5.382,3.1116,.5531
40.515,4.6853,5.3593,3.0603,.5641
40.52,4.6441,5.3382,2.977,.5732
40.525,4.6182,5.3187,2.9254,.5689
40.53,4.5702,5.2931,2.9163,.5783
40.535,4.5137,5.2649,2.9313,.5673
40.54,4.4751,5.2406,2.9906,.5746
40.545,4.4459,5.2179,2.8839,.5628
40.55,4.384,5.1942,2.7276,.5447
40.555,4.3402,5.1721,2.7402,.5537
40.56,4.3117,5.1494,2.7487,.5422
40.565,4.274,5.1287,2.7902,.5348
40.57,4.215,5.1089,2.7834,.5296
40.575,4.1771,5.0875,2.7412,.504
40.58,4.1569,5.0671,2.7908,.5006
40.585,4.1222,5.046,2.8709,.5068
40.59,4.0739,5.0213,2.9572,.5126
40.595,4.0243,5.0067,3.0055,.517
40.6,3.9893,4.9869,2.9429,.5228
40.605,3.9588,4.9639,2.9533,.5364
40.61,3.8907,4.9399,3.0814,.5693
40.615,3.8498,4.9179,3.0736,.5809
40.62,3.8187,4.8939,3.0305,.5889
40.625,3.7723,4.8708,2.8894,.5824
40.63,3.6967,4.8472,2.7594,.5625
40.635,3.6539,4.8225,2.7717,.5701
40.64,3.6292,4.8014,2.8323,.5678
40.645,3.5796,4.7787,2.8161,.5455
40.65,3.5271,4.757,2.7201,.5094
40.655,3.4836,4.7495,2.7081,.5116
40.66,3.4622,4.7142,2.7649,.5168
40.665,3.4054,4.6921,2.8391,.5264
40.67,3.3636,4.6704,2.8771,.5317
40.675,3.3383,4.649,2.8803,.5234
40.68,3.2935,4.6276,2.8327,.5225
40.685,3.2504,4.6029,2.8158,.5417
40.69,3.2057,4.5831,2.8813,.5532
40.695,3.1677,4.5614,2.9377,.5707
40.7,3.1197,4.5397,2.9011,.5733
40.705,3.0733,4.5166,2.8914,.5691
40.71,3.0357,4.4943,2.8716,.5652
40.715,2.9971,4.4706,2.8378,.5568
40.72,2.9608,4.4534,2.8177,.5586
40.725,2.9092,4.4271,2.7564,.555
40.73,2.8696,4.4051,2.6874,.5272
40.735,2.8262,4.384,2.6403,.5244
40.74,2.7947,4.3619,2.7817,.5361
40.745,2.7415,4.3415,2.8648,.5247
40.75,2.6925,4.323,2.915,.5314
40.755,2.6484,4.2961,2.8894,.5285
40.76,2.6004,4.2734,2.8573,.5275
40.765,2.5566,4.253,2.9212,.5272
40.77,2.5171,4.2293,2.977,.554
40.775,2.4749,4.2056,2.9131,.566
40.78,2.4233,4.1822,2.8366,.5798
40.785,2.3727,4.1592,2.7814,.5817
40.79,2.3354,4.1359,2.7636,.5804
40.795,2.2988,4.1109,2.7837,.588
40.8,2.2469,4.0892,2.6984,.5668
40.805,2.2093,4.0671,2.6157,.5471
40.81,2.1717,4.0454,2.5278,.5247
40.815,2.1301,4.0217,2.5521,.5073
40.82,2.0922,4.0042,2.6857,.505
40.825,2.0594,3.9837,2.7827,.5108
40.83,2.0244,3.9604,2.8991,.51
40.835,1.9764,3.9409,2.9063,.5166
40.84,1.9469,3.9215,2.8836,.5369
40.845,1.9073,3.901,2.8391,.538
40.85,1.871,3.878,2.8888,.5576
40.855,1.8279,3.8556,2.8515,.5744
40.86,1.786,3.8346,2.8781,.5796
40.865,1.7354,3.8112,2.9021,.5879
40.87,1.6864,3.7856,2.8288,.5921
40.875,1.6391,3.7638,2.7091,.5652
40.88,1.5891,3.7557,2.6429,.5285
40.885,1.5444,3.7204,2.6011,.5192
40.89,1.5058,3.6993,2.5278,.4975
40.895,1.4565,3.6789,2.5761,.5029
40.9,1.4266,3.6575,2.7237,.5256
40.905,1.3809,3.6357,2.8255,.526
40.91,1.3433,3.6127,2.9215,.5476
40.915,1.3102,3.5932,2.9322,.5434
40.92,1.259,3.5728,2.8476,.5453
40.925,1.235,3.5511,2.7808,.5565
40.93,1.2003,3.5297,2.7295,.5631
40.935,1.1506,3.5076,2.6818,.5552
40.94,1.1046,3.4865,2.617,.5445
40.945,1.0751,3.4583,2.5914,.521
40.95,1.043,3.4434,2.5959,.5176
40.955,.9914,3.4246,2.5579,.4768
40.96,.9573,3.4087,2.3332,.3934
40.965,.9317,3.3951,2.1528,.3243
40.97,.9265,3.3847,1.9586,.2293
40.975,.9217,3.3727,1.9226,.1728
40.98,.9051,3.3691,2.0192,.1346
40.985,.9022,3.3643,2.1139,.0734
40.99,.9015,3.3626,2.3053,.0253
40.995,.8964,3.3626,2.4976,-.0126
41,.8863,3.3623,2.7217,-.0163
41.005,.8915,3.3613,2.7545,-.0099
41.01,.8964,3.3633,2.81,-.0021
41.015,.8905,3.3636,2.7983,.007
41.02,.8921,3.3636,2.7483,.0204
41.025,.8889,3.3633,2.6627,.0175
41.03,.9032,3.363,2.7114,.0131
41.035,.8775,3.3617,2.7503,.0047
41.04,.8792,3.3591,2.6724,-.0102
41.045,.8918,3.3613,2.676,-.0142
41.05,.8746,3.3646,2.6614,-.0175
41.055,.8685,3.3652,2.675,-.0105
41.06,.8688,3.3652,2.7409,-.0034
41.065,.8707,3.3649,2.7782,-.0076
41.07,.8775,3.3623,2.8051,-.0048
41.075,.8814,3.3656,2.8271,-.0076
41.08,.8847,3.3714,2.8022,-.0081
41.085,.8175,3.3659,2.7941,-.0014
41.09,.8685,3.3672,2.7555,.0036
41.095,.8951,3.3678,2.7114,.0063
41.1,.8928,3.3685,2.6877,.0065
41.105,.8954,3.3555,2.6786,.0015
41.11,.8957,3.3672,2.7367,-.0011
41.115,.9032,3.3665,2.7772,-.0039
41.12,.8986,3.3665,2.7717,-.0071
41.125,.9002,3.3681,2.76,-.0013
41.13,.8844,3.3691,2.7295,.0018
41.135,.8788,3.3698,2.6582,.0052
41.14,.8847,3.3678,2.6666,.0026
41.145,.8853,3.3678,2.6974,.0003
41.15,.9038,3.3668,2.7052,-.0056
41.155,.9012,3.3685,2.7071,-.0095
41.16,.8964,3.3688,2.7285,-.0103
41.165,.8915,3.3678,2.7438,-.0048
41.17,.8847,3.3678,2.7438,.0003
41.175,.8847,3.3694,2.7302,.0047
41.18,.8766,3.3698,2.6981,.0062
41.185,.8701,3.3639,2.7026,.0029
41.19,.8827,3.3701,2.748,.0023
41.195,.8827,3.3694,2.7694,-.0006
41.2,.8837,3.3652,2.7603,-.0031
41.205,.8844,3.3704,2.7464,-.0014
41.21,.8863,3.3698,2.7386,.0037
41.215,.9097,3.3704,2.7081,.0007
41.22,.8889,3.3691,2.7049,-.0027
41.225,.9132,3.3714,2.7084,-.0045
41.23,.8918,3.3727,2.7357,-.0094
41.235,.8879,3.372,2.7425,-.009
41.24,.8821,3.3724,2.7688,-.005
41.245,.8808,3.372,2.7658,.0005
41.25,.8844,3.3727,2.772,.0049
41.255,.8769,3.3717,2.7454,.0034
41.26,.8847,3.3707,2.736,.0036
41.265,.8827,3.3701,2.7636,.0034
41.27,.8905,3.3724,2.7285,.0012
41.275,.8957,3.3724,2.7198,.0005
41.28,.8886,3.3707,2.7227,.0012
41.285,.8996,3.3727,2.7078,.0005
41.29,.8925,3.3724,2.7107,.0068
41.295,.8964,3.3746,2.7039,.0015
41.3,.886,3.3724,2.7042,.0007
41.305,.8769,3.3724,2.7295,.001
41.31,.8934,3.373,2.7198,.0002
41.315,.886,3.3733,2.7234,-.0018
41.32,.8857,3.3727,2.7435,.0028
41.325,.7864,3.3717,2.7211,.0023
41.33,.8918,3.3737,2.7331,.0025
41.335,.8951,3.3737,2.7477,.0044
41.34,.8805,3.374,2.7354,.0042
41.345,.9097,3.3737,2.7409,.0025
41.35,.9051,3.3737,2.7282,-.0016
41.355,.898,3.3724,2.7208,-.0026
41.36,.8954,3.3717,2.7243,-.0035
41.365,.8818,3.3746,2.712,-.0076
41.37,.9097,3.375,2.7188,-.01
41.375,.8938,3.3769,2.7256,-.0123
41.38,.8915,3.3759,2.7386,-.0131
41.385,.9058,3.375,2.7613,-.0086
41.39,.9145,3.372,2.7769,-.0055
41.395,.7916,3.3785,2.7921,-.004
41.4,.7835,3.3779,2.783,.0013
41.405,.7751,3.3772,2.7603,.0029
41.41,.7712,3.3779,2.7344,.0012
41.415,.899,3.3785,2.7256,.0057
41.42,.8892,3.3776,2.7062,.0031
41.425,.896,3.3776,2.7269,.0042
41.43,.9168,3.3772,2.7143,.0037
41.435,.8912,3.3779,2.7292,.0034
41.44,.8993,3.3795,2.7169,.0025
41.445,.8847,3.3772,2.7263,.0015
41.45,.8999,3.3769,2.725,.0031
41.455,.9041,3.3753,2.7289,.0034
41.46,.8915,3.3779,2.7114,.0025
41.465,.8831,3.3772,2.7146,.0029
41.47,.8863,3.3753,2.7221,.0037
41.475,.9064,3.3776,2.7191,.0025
41.48,.9067,3.3772,2.7354,.0015
41.485,.8886,3.3727,2.7405,
41.49,.8915,3.3785,2.7357,-.0018
41.495,.8075,3.3785,2.748,.0012
41.5,.7838,3.3769,2.7483,.0041
41.505,.7699,3.3785,2.7224,.0028
41.51,.7747,3.3789,2.749,.0054
41.515,.8899,3.3805,2.7571,.0031
41.52,.8876,3.3785,2.749,.0025
41.525,.9242,3.3785,2.7487,.0037
41.53,.9061,3.3785,2.7438,.0021
41.535,.9103,3.3785,2.7444,.0023
41.54,.9217,3.3785,2.7308,.0026
41.545,.8999,3.3779,2.7269,.0029
41.55,.8951,3.3675,2.7305,.0031
41.555,.8876,3.3782,2.7279,.0039
41.56,.9298,3.3789,2.7457,.0034
41.565,.8986,3.3789,2.7315,.0034
41.57,.8866,3.3785,2.7392,.0025
41.575,.9074,3.3776,2.7201,.0029
41.58,.8873,3.374,2.7175,.0031
41.585,.8993,3.3782,2.7152,.0034
41.59,.8931,3.3785,2.7357,.0023
41.595,.8944,3.3772,2.7331,.0036
41.6,.932,3.3785,2.7243,.0037
41.605,.8814,3.3792,2.7201,-.0005
41.61,.968,3.3837,2.7221,.0026
41.615,.8889,3.3785,2.7279,.0029
41.62,.885,3.3782,2.7152,.0037
41.625,.9077,3.3789,2.7308,.0026
41.63,.8925,3.3789,2.7282,.0031
41.635,.9129,3.3792,2.7324,.0049
41.64,.911,3.3792,2.738,.0015
41.645,.909,3.3789,2.7386,.0007
41.65,.897,3.3789,2.7389,-.0006
41.655,.9168,3.3779,2.7298,.0015
41.66,.9045,3.3789,2.7341,-.0006
41.665,.9048,3.3782,2.7438,-.0029
41.67,.9025,3.3772,2.7367,-.0016
41.675,.8931,3.3801,2.7354,-.0014
41.68,.898,3.3798,2.7389,-.0019
41.685,.9239,3.3798,2.7409,-.0021
41.69,.9194,3.3844,2.7344,-.0024
41.695,.9145,3.3811,2.7633,-.0022
41.7,.7909,3.3795,2.7467,.0031
41.705,.7942,3.3808,2.7321,.0037
41.71,.7773,3.3808,2.7234,.0031
41.715,.896,3.3808,2.7234,.0025
41.72,.921,3.3789,2.7315,-.0011
41.725,.9226,3.3808,2.7402,
41.73,.9249,3.3805,2.7162,.001
41.735,.8947,3.3789,2.7136,.0008
41.74,.9035,3.3814,2.7042,
41.745,.8895,3.3821,2.7104,-.0014
41.75,.9025,3.3818,2.7243,-.0014
41.755,.9473,3.3821,2.7162,-.0018
41.76,.909,3.3831,2.723,-.0056
41.765,.8996,3.3853,2.7285,-.0006
41.77,.8973,3.3821,2.7289,-.0005
41.775,.9045,3.3831,2.7311,-.0009
41.78,.9531,3.3834,2.7295,-.0013
41.785,.8837,3.3837,2.7357,-.0014
41.79,.9161,3.3837,2.75,.0012
41.795,.9135,3.385,2.748,-.0018
41.8,.935,3.3837,2.7581,.0026
41.805,.9307,3.3827,2.7328,.0036
41.81,.9333,3.384,2.76,.0031
41.815,.9252,3.3866,2.7561,.0037
41.82,.9048,3.384,2.7607,.0005
41.825,.9168,3.3824,2.7571,.0026
41.83,.9054,3.3844,2.7399,.0016
41.835,.9012,3.384,2.7253,.002
41.84,.9259,3.3831,2.7354,.0025
41.845,.9268,3.385,2.7256,.0029
41.85,.9204,3.3837,2.7328,.0021
41.855,.9181,3.3837,2.7214,.0036
41.86,.9178,3.3818,2.7315,.0037
41.865,.935,3.3844,2.7204,.0041
41.87,.8908,3.3844,2.7221,.0046
41.875,.9106,3.3834,2.7217,.0036
41.88,.9064,3.3844,2.7292,.0039
41.885,.9119,3.3844,2.7172,.0003
41.89,.9106,3.386,2.7217,.0039
41.895,.9239,3.384,2.7305,.0037
41.9,.9097,3.3844,2.7227,.0037
41.905,.897,3.3844,2.7298,.0037
41.91,.884,3.3853,2.7247,.0041
41.915,.9054,3.3847,2.7234,.006
41.92,.9155,3.3863,2.7052,.0034
41.925,.9405,3.3844,2.7224,.0034
41.93,.9032,3.3844,2.7208,.0041
41.935,.896,3.384,2.724,.0036
41.94,.9233,3.3844,2.7253,.0013
41.945,.8944,3.3889,2.7289,.0007
41.95,.8931,3.3837,2.7253,-.0009
41.955,.9035,3.3827,2.7318,-.0019
41.96,.8931,3.3847,2.7195,-.0043
41.965,.9038,3.3847,2.7363,-.0042
41.97,.9184,3.3779,2.7324,-.0055
41.975,.9252,3.3857,2.7402,-.0082
41.98,.921,3.3837,2.7665,-.0001
41.985,.9233,3.3824,2.7603,.0039
41.99,.9233,3.3863,2.7655,.0036
41.995,.9129,3.3866,2.7633,.0042
42,.9265,3.385,2.7532,.0023
42.005,.9116,3.3863,2.7341,.0031
42.01,.9246,3.3863,2.7152,.0062
42.015,.9285,3.3827,2.6981,.0029
42.02,.9058,3.3866,2.7149,.0029
42.025,.9447,3.3863,2.7208,.001
42.03,.9148,3.3853,2.7341,.0036
42.035,.9097,3.3863,2.7454,.0025
42.04,.9028,3.3857,2.7318,-.0026
42.045,.9139,3.3834,2.7285,.0033
42.05,.921,3.3837,2.7165,.0037
42.055,.91,3.3863,2.7247,.0042
42.06,.9032,3.387,2.7272,.0034
42.065,.9035,3.387,2.7363,.0036
42.07,.9275,3.387,2.738,.0046
42.075,.922,3.3889,2.749,.0028
42.08,.9314,3.3863,2.7344,.0031
42.085,.9291,3.3873,2.7292,.0037
42.09,.8999,3.387,2.7308,.0036
42.095,.9761,3.387,2.7357,.0031
42.1,.9067,3.387,2.7344,.0044
42.105,.9242,3.3873,2.7344,.0023
42.11,.9398,3.3847,2.7396,.0018
42.115,.9126,3.3863,2.7344,.0016
42.12,.9324,3.3834,2.7389,.0021
42.125,.9343,3.384,2.7318,.0016
42.13,.9259,3.3863,2.7399,.0016
42.135,.934,3.385,2.736,.0037
42.14,.9197,3.3889,2.7328,.0029
42.145,.946,3.387,2.7367,.0028
42.15,.9129,3.3866,2.7334,.0029
42.155,.9084,3.3886,2.7214,.0028
42.16,.9071,3.3876,2.7221,.0029
42.165,.9246,3.3879,2.7292,.0031
42.17,.9294,3.3873,2.7289,.0016
42.175,.9226,3.3873,2.7334,.0037
42.18,.9184,3.3873,2.7298,.0037
42.185,.9181,3.3889,2.7402,.0031
42.19,.9207,3.3873,2.7266,.0039
42.195,.9103,3.3883,2.7289,.0049
42.2,.9067,3.3912,2.7341,.0029
42.205,.9174,3.3866,2.7315,.0026
42.21,.9038,3.387,2.7224,.0044
42.215,.9343,3.3876,2.7289,.0031
42.22,.9337,3.3873,2.7337,.0028
42.225,.9255,3.387,2.7298,.0036
42.23,.9194,3.3863,2.7344,.0025
42.235,.9129,3.3873,2.7444,.002
42.24,.9155,3.3873,2.7409,.0002
42.245,.9434,3.3866,2.7337,.002
42.25,.9246,3.3883,2.7292,.0013
42.255,.9155,3.387,2.7298,-.0001
42.26,.9161,3.386,2.7276,.0015
42.265,.909,3.3876,2.7464,.0015
