Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0.184,3.629989,3.047015,0.454164864,-0.853288706
0.186,3.625444,3.045068,0.453515681,-0.784150863
0.188,3.605644,3.041497,0.45513864,-0.700731013
0.19,3.618628,3.036953,0.456437007,-0.605301284
0.192,3.607592,3.030786,0.455787823,-0.498835441
0.194,3.60889,3.023969,0.455463231,-0.383605615
0.196,3.587467,3.015205,0.457735374,-0.260260979
0.198,3.585844,3.00709,0.459033741,-0.131398257
0.2,3.594283,2.997677,0.459033741,0.001359602
0.202,3.58487,2.986641,0.459033741,0.136065054
0.204,3.58844,2.975929,0.4606567,0.269796778
0.206,3.571886,2.96327,0.462928842,0.401256407
0.208,3.570263,2.95126,0.463578026,0.527522615
0.21,3.551761,2.938925,0.463253434,0.647297028
0.212,3.545918,2.926266,0.464876393,0.758307498
0.214,3.538128,2.914256,0.466823944,0.858606463
0.216,3.518652,2.902571,0.467148536,0.947220137
0.218,3.514108,2.892184,0.466823944,1.021876
0.22,3.505019,2.881797,0.468446903,1.082251
0.222,3.505993,2.872383,0.470069862,1.127369
0.224,3.510213,2.864918,0.470069862,1.154959
0.226,3.484245,2.859075,0.469096087,1.167294
0.228,3.493983,2.854855,0.468771495,1.1621
0.23,3.492036,2.851934,0.470719046,1.139703
0.232,3.490088,2.850636,0.470394454,1.101401
0.234,3.484894,2.850311,0.469096087,1.047519
0.236,3.500475,2.853882,0.468771495,0.978380996
0.238,3.50437,2.857452,0.46974527,0.894960788
0.24,3.517354,2.861672,0.46974527,0.798556917
0.242,3.520275,2.867839,0.467797719,0.69176613
0.244,3.522223,2.875954,0.466499352,0.575562212
0.246,3.526443,2.884718,0.466823944,0.45156813
0.248,3.527416,2.894456,0.466499352,0.322705216
0.25,3.537154,2.904518,0.464551801,0.188648882
0.252,3.549164,2.91523,0.462928842,0.053943412
0.254,3.563447,2.928214,0.462604251,-0.08011283
0.256,3.562797,2.940548,0.462928842,-0.210598524
0.258,3.571561,2.952558,0.460981292,-0.336864494
0.26,3.57643,2.964244,0.458709149,-0.455664834
0.262,3.591686,2.976903,0.458709149,-0.565376596
0.264,3.605969,2.989562,0.458709149,-0.665999787
0.266,3.606618,3.000274,0.45708619,-0.753314733
0.268,3.613759,3.010661,0.45513864,-0.827646033
0.27,3.615382,3.020399,0.45513864,-0.88834451
0.272,3.62512,3.029487,0.455787823,-0.932164261
0.274,3.627392,3.036628,0.45513864,-0.960728246
0.276,3.631612,3.042147,0.453515681,-0.972088921
0.278,3.63713,3.045717,0.452866497,-0.967544651
0.28,3.633884,3.049288,0.454814048,-0.945147891
0.282,3.633235,3.048638,0.454814048,-0.907170774
0.284,3.622848,3.048314,0.453840272,-0.853288706
0.286,3.622523,3.046042,0.453840272,-0.783826273
0.288,3.614408,3.041173,0.45513864,-0.700406422
0.29,3.614733,3.036953,0.455787823,-0.605950466
0.292,3.602398,3.030786,0.455787823,-0.499160032
0.294,3.606618,3.023645,0.455787823,-0.383930206
0.296,3.593959,3.014881,0.457410782,-0.260260979
0.298,3.595906,3.006441,0.459033741,-0.131398257
0.3,3.601424,2.996054,0.459033741,0.001359602
0.302,3.597205,2.985992,0.458709149,0.135740463
0.304,3.583896,2.974631,0.460981292,0.269472186
0.306,3.570912,2.962621,0.462928842,0.401256407
0.308,3.567342,2.951585,0.462928842,0.526873431
0.31,3.558253,2.93925,0.463253434,0.647297028
0.312,3.55241,2.926591,0.464551801,0.758956682
0.314,3.538777,2.912958,0.467148536,0.858931055
0.316,3.519951,2.901597,0.467473128,0.946570953
0.318,3.525469,2.891535,0.466823944,1.022526
0.32,3.50859,2.881797,0.468446903,1.082251
0.322,3.507616,2.873033,0.46974527,1.12672
0.324,3.499177,2.863944,0.470069862,1.155284
0.326,3.497878,2.858426,0.46974527,1.167294
0.328,3.49658,2.854531,0.468771495,1.161776
0.33,3.492685,2.85096,0.471043637,1.139703
0.332,3.498527,2.850311,0.471043637,1.102051
0.334,3.493009,2.850311,0.46974527,1.047519
0.336,3.50015,2.852583,0.468771495,0.978056403
0.338,3.51281,2.856803,0.469096087,0.894960788
0.34,3.505344,2.861347,0.469420678,0.799206101
0.342,3.523197,2.867839,0.467797719,0.691441538
0.344,3.518003,2.874656,0.46617476,0.575886804
0.346,3.530987,2.884718,0.46617476,0.451892722
0.348,3.528715,2.89478,0.466499352,0.322380624
0.35,3.5404,2.905492,0.464551801,0.188648882
0.352,3.549489,2.916528,0.462279659,0.05361882
0.354,3.569938,2.928214,0.462279659,-0.08011283
0.356,3.56085,2.940548,0.462279659,-0.210923115
0.358,3.567017,2.952883,0.4606567,-0.336539903
0.36,3.57708,2.965218,0.458709149,-0.455340243
0.362,3.595257,2.978201,0.458059966,-0.565701187
0.364,3.58909,2.989562,0.458709149,-0.665350605
0.366,3.610513,3.000274,0.457410782,-0.753639324
0.368,3.628041,3.011959,0.45513864,-0.828295214
0.37,3.626743,3.020074,0.455463231,-0.888019919
0.372,3.627392,3.029163,0.455463231,-0.932164261
0.374,3.629989,3.036953,0.45513864,-0.960403655
0.376,3.630638,3.041497,0.453515681,-0.972088921
0.378,3.634533,3.045392,0.452866497,-0.967544651
0.38,3.625769,3.047989,0.454814048,-0.945147891
0.382,3.643622,3.049937,0.454489456,-0.906846183
0.384,3.639077,3.048638,0.453840272,-0.852639524
0.386,3.617005,3.045392,0.453840272,-0.783826273
0.388,3.618303,3.042471,0.454814048,-0.701380195
0.39,3.6209,3.038251,0.456761598,-0.605625875
0.392,3.61311,3.031759,0.456112415,-0.499484623
0.394,3.603047,3.023969,0.455787823,-0.383930206
0.396,3.595582,3.01553,0.457410782,-0.260260979
0.398,3.595582,3.007739,0.459033741,-0.131398257
0.4,3.579027,2.996379,0.458709149,0.001035011
