Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
1.54,3.566043,2.983395,0.415538444,0.748569736
1.56,3.561174,2.993133,0.415863036,0.636910086
1.58,3.567991,3.003844,0.413590894,0.5161619
1.6,3.57286,3.015205,0.413915485,0.389246513
1.62,3.567342,3.025268,0.412292527,0.25811148
1.64,3.555656,3.039225,0.411318751,0.123730577
1.66,3.562148,3.052534,0.411318751,-0.010650279
1.68,3.566693,3.065193,0.409046609,-0.142758952
1.7,3.558902,3.076554,0.409695793,-0.27129708
1.72,3.564096,3.089537,0.407748242,-0.394317121
1.74,3.56085,3.100898,0.407099059,-0.509222354
1.76,3.580001,3.111934,0.407099059,-0.614065239
1.78,3.563447,3.121348,0.404826916,-0.707547422
1.8,3.561824,3.130436,0.405800692,-0.789668907
1.82,3.565719,3.1392,0.404502325,-0.857508386
1.84,3.559551,3.145368,0.403853141,-0.910092091
1.86,3.564745,3.150237,0.404502325,-0.946446254
1.88,3.555656,3.153483,0.402554774,-0.96722006
1.9,3.567991,3.15543,0.404502325,-0.970790558
1.92,3.559551,3.156079,0.40352855,-0.957157748
1.94,3.563447,3.15543,0.403853141,-0.928269172
1.96,3.567342,3.15186,0.405151508,-0.881528104
1.98,3.555007,3.14764,0.404177733,-0.820505035
2,3.559551,3.141797,0.406125283,-0.743901599
2.02,3.561174,3.136604,0.406125283,-0.654963696
2.04,3.560525,3.126866,0.406449875,-0.554665093
2.06,3.575781,3.119076,0.408072834,-0.443654965
2.08,3.569938,3.108688,0.407748242,-0.323880848
2.1,3.559876,3.097977,0.410344976,-0.197939466
2.12,3.567991,3.085318,0.410344976,-0.067129176
2.14,3.56507,3.074931,0.411643343,0.06692707
2.16,3.563447,3.060648,0.413266302,0.201307952
2.18,3.561824,3.049288,0.412617118,0.333416741
2.2,3.554358,3.036304,0.415863036,0.462604251
2.22,3.567991,3.022995,0.416187628,0.586598337
2.24,3.554033,3.01131,0.416836811,0.701828483
2.26,3.578378,3.000598,0.418784362,0.807320904
2.28,3.559227,2.989238,0.418784362,0.902751001
2.3,3.572535,2.980474,0.420731912,0.984548249
2.32,3.566043,2.972359,0.420731912,1.052713
2.34,3.559551,2.965542,0.421381096,1.105621
2.36,3.570263,2.960024,0.422679463,1.142949
2.38,3.564745,2.956129,0.421381096,1.163399
2.4,3.570588,2.955155,0.423653238,1.16632
2.42,3.56507,2.953857,0.422030279,1.153336
2.44,3.567017,2.955155,0.422354871,1.123474
2.46,3.569289,2.95905,0.423328646,1.077057
2.48,3.56442,2.961972,0.421705687,1.015709
2.5,3.561174,2.967814,0.422354871,0.939429923
2.52,3.568315,2.975929,0.421056504,0.850167067
2.54,3.558578,2.982096,0.420082729,0.748894328
2.56,3.566693,2.993457,0.420731912,0.636910086
2.58,3.564096,3.00352,0.418135178,0.5161619
2.6,3.57286,3.014556,0.418784362,0.389571105
2.62,3.562473,3.025592,0.416836811,0.257786888
2.64,3.561499,3.038576,0.415863036,0.124055169
2.66,3.56507,3.052209,0.415863036,-0.010650279
2.68,3.559551,3.065517,0.41294171,-0.143083543
2.7,3.564745,3.076554,0.413590894,-0.270972488
2.72,3.561499,3.088888,0.411318751,-0.393667939
2.74,3.567342,3.101223,0.41099416,-0.508897763
2.76,3.56442,3.11161,0.410669568,-0.61438983
2.78,3.573184,3.121997,0.408722017,-0.708521194
2.8,3.569289,3.13141,0.410020384,-0.789993498
2.82,3.557279,3.137253,0.407748242,-0.857183795
2.84,3.571561,3.146017,0.407748242,-0.910092091
2.86,3.56442,3.149263,0.408072834,-0.946770844
2.88,3.562797,3.152509,0.406449875,-0.966895469
2.9,3.567017,3.154781,0.407748242,-0.970465967
2.92,3.566043,3.155755,0.406774467,-0.956833157
2.94,3.570588,3.154456,0.40742365,-0.927619991
2.96,3.567991,3.151535,0.408397426,-0.881528104
2.98,3.563447,3.146991,0.407099059,-0.820180444
3,3.562473,3.142122,0.409371201,-0.74422619
3.02,3.571886,3.134331,0.408722017,-0.655612878
3.04,3.566693,3.129138,0.409371201,-0.554665093
3.06,3.571237,3.118751,0.411318751,-0.443979556
3.08,3.562148,3.109013,0.410020384,-0.324530031
3.1,3.567991,3.098301,0.41294171,-0.197614875
3.12,3.56507,3.086616,0.412617118,-0.067129176
3.14,3.568965,3.074931,0.413915485,0.066602478
3.16,3.567342,3.062271,0.415538444,0.201307952
3.18,3.566368,3.049288,0.414889261,0.334065924
3.2,3.557928,3.036628,0.418135178,0.462928842
3.22,3.563122,3.02332,0.417810586,0.586598337
3.24,3.566043,3.012608,0.419433545,0.702802259
3.26,3.584545,3.000598,0.421056504,0.808294681
3.28,3.570588,2.989562,0.419758137,0.903075593
3.3,3.557279,2.979175,0.423004054,0.985197434
3.32,3.562148,2.972359,0.422354871,1.052388
3.34,3.56085,2.965218,0.423328646,1.104972
3.36,3.566693,2.959699,0.424302421,1.1423
3.38,3.555007,2.956778,0.423004054,1.162749
3.4,3.571237,2.954506,0.424951605,1.16632
3.42,3.558578,2.953532,0.42397783,1.153012
3.44,3.563122,2.954831,0.42397783,1.122825
3.46,3.559227,2.958401,0.424302421,1.076408
3.48,3.570912,2.962621,0.422679463,1.01506
3.5,3.567991,2.96749,0.42397783,0.938780739
3.52,3.561824,2.974631,0.421705687,0.84919329
3.54,3.567017,2.984044,0.421056504,0.747920552
3.56,3.559551,2.992484,0.421705687,0.636585494
3.58,3.567017,3.00352,0.419108953,0.517135676
3.6,3.567017,3.013907,0.420082729,0.389895697
3.62,3.564745,3.026241,0.417485995,0.257786888
3.64,3.566368,3.038901,0.417161403,0.123730577
3.66,3.567342,3.050911,0.416187628,-0.010325688
3.68,3.564745,3.06357,0.413266302,-0.142758952
3.7,3.571561,3.077203,0.414240077,-0.27129708
3.72,3.562797,3.089537,0.411967935,-0.393667939
3.74,3.559876,3.099924,0.411643343,-0.508573172
3.76,3.571237,3.112259,0.411318751,-0.613416057
3.78,3.569938,3.121997,0.408722017,-0.707872012
3.8,3.555332,3.130436,0.409695793,-0.789993498
3.82,3.559551,3.138876,0.407748242,-0.857183795
3.84,3.558253,3.144719,0.407748242,-0.909442909
3.86,3.561824,3.150237,0.408397426,-0.946446254
3.88,3.567017,3.152184,0.406125283,-0.966895469
3.9,3.559876,3.155106,0.408072834,-0.969816786
3.92,3.571561,3.156079,0.406449875,-0.957482338
3.94,3.565719,3.153483,0.407099059,-0.927619991
3.96,3.570263,3.15121,0.408072834,-0.881528104
3.98,3.557928,3.14764,0.406449875,-0.820505035
4,3.562148,3.143096,0.408722017,-0.744875371
