Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0.42,3.561499,1.92392,0.49311588,6.611426
0.425,3.557279,1.924894,0.491492921,6.611426
0.43,3.575132,1.924894,0.491817513,6.611426
0.435,3.571886,1.924569,0.492466697,6.611751
0.44,3.569938,1.924244,0.491492921,6.611426
0.445,3.562473,1.924244,0.492791289,6.611751
0.45,3.552086,1.924894,0.491168329,6.611751
0.455,3.567666,1.924894,0.492142105,6.611751
0.46,3.561174,1.924569,0.492466697,6.611426
0.465,3.55663,1.923595,0.491168329,6.611426
0.47,3.56507,1.924569,0.492791289,6.611426
0.475,3.563122,1.924569,0.491817513,6.611751
0.48,3.568315,1.924244,0.492142105,6.611102
0.485,3.560525,1.92392,0.492466697,6.611102
0.49,3.577404,1.924569,0.491168329,6.611426
0.495,3.564096,1.924244,0.493440472,6.611426
0.5,3.56864,1.924894,0.491492921,6.611426
0.505,3.565719,1.924244,0.492142105,6.611751
0.51,3.56085,1.925543,0.492466697,6.611751
0.515,3.573184,1.924244,0.491492921,6.611426
0.52,3.557604,1.924244,0.493440472,6.612076
0.525,3.559876,1.924569,0.491492921,6.611426
0.53,3.559876,1.924569,0.492142105,6.611426
0.535,3.575457,1.925218,0.492466697,6.611426
0.54,3.554682,1.924569,0.491168329,6.611426
0.545,3.564096,1.925218,0.49311588,6.611426
0.55,3.565394,1.92392,0.491817513,6.611102
0.555,3.559551,1.924569,0.492142105,6.611426
0.56,3.561824,1.923595,0.492466697,6.611102
0.565,3.562473,1.924894,0.491168329,6.611426
0.57,3.566368,1.924244,0.49311588,6.611102
0.575,3.561174,1.924894,0.491817513,6.611426
0.58,3.561824,1.924244,0.492142105,6.611426
0.585,3.566693,1.924894,0.492466697,6.611426
0.59,3.567991,1.924894,0.491168329,6.611426
0.595,3.566043,1.924569,0.49311588,6.611102
0.6,3.56442,1.92392,0.492142105,6.611426
0.605,3.564096,1.924569,0.492142105,6.611102
0.61,3.563122,1.924894,0.492791289,6.611426
0.615,3.55663,1.924569,0.491168329,6.611102
0.62,3.573184,1.924569,0.49311588,6.612076
0.625,3.563447,1.924894,0.492466697,6.610777
0.63,3.55663,1.924244,0.492466697,6.610777
0.635,3.557279,1.924894,0.492466697,6.610777
0.64,3.561824,1.925218,0.491492921,6.611102
0.645,3.566043,1.925218,0.492791289,6.611102
0.65,3.566368,1.925218,0.491817513,6.610777
0.655,3.566368,1.924894,0.492466697,6.611102
0.66,3.56507,1.923595,0.492791289,6.611102
0.665,3.56507,1.924894,0.491168329,6.611102
0.67,3.565719,1.924569,0.49311588,6.611102
0.675,3.563447,1.924244,0.491817513,6.611426
0.68,3.570588,1.924569,0.492142105,6.611426
0.685,3.557928,1.925218,0.492466697,6.611426
0.69,3.560525,1.924244,0.491168329,6.611102
0.695,3.567666,1.924244,0.49311588,6.611426
0.7,3.570588,1.925218,0.492142105,6.611426
0.705,3.561499,1.924569,0.491492921,6.611426
0.71,3.558578,1.924244,0.492791289,6.611426
0.715,3.559551,1.92392,0.491168329,6.611102
0.72,3.571237,1.924244,0.492791289,6.611102
0.725,3.565719,1.924244,0.492466697,6.610777
0.73,3.551761,1.924244,0.492466697,6.611102
0.735,3.567666,1.925543,0.492791289,6.610777
0.74,3.565719,1.924569,0.491168329,6.610777
0.745,3.56507,1.925218,0.493440472,6.610777
0.75,3.566693,1.925543,0.492142105,6.611102
0.755,3.567017,1.925218,0.492142105,6.611102
0.76,3.559227,1.924569,0.492791289,6.610777
0.765,3.566043,1.924569,0.491168329,6.611102
0.77,3.559551,1.924244,0.49311588,6.611102
0.775,3.556955,1.924894,0.492142105,6.611102
0.78,3.565394,1.923271,0.491492921,6.611102
0.785,3.562797,1.925218,0.492791289,6.611102
0.79,3.567342,1.925218,0.491168329,6.611102
0.795,3.566043,1.924894,0.492791289,6.610453
0.8,3.56507,1.923595,0.492142105,6.610777
0.805,3.56442,1.925218,0.491817513,6.610453
0.81,3.566693,1.924244,0.492466697,6.610453
0.815,3.558578,1.924569,0.491168329,6.610777
0.82,3.56507,1.924894,0.492791289,6.611102
0.825,3.565394,1.925543,0.492142105,6.611102
0.83,3.564096,1.924569,0.491492921,6.610453
0.835,3.560525,1.924894,0.49311588,6.610453
0.84,3.569289,1.924569,0.491492921,6.610777
0.845,3.562473,1.92392,0.492791289,6.610777
0.85,3.563771,1.925218,0.491817513,6.611102
0.855,3.565719,1.924244,0.491817513,6.611426
0.86,3.567017,1.924569,0.492791289,6.610453
0.865,3.565394,1.924569,0.491168329,6.611102
0.87,3.573834,1.924244,0.492791289,6.610777
0.875,3.567991,1.924894,0.492142105,6.610777
0.88,3.561174,1.924894,0.492466697,6.611102
0.885,3.563447,1.92392,0.492791289,6.611102
0.89,3.559551,1.924894,0.491168329,6.611102
0.895,3.568965,1.923595,0.493440472,6.610453
0.9,3.570588,1.924569,0.492142105,6.611102
0.905,3.559551,1.924569,0.491817513,6.611102
0.91,3.568315,1.92392,0.492791289,6.611102
0.915,3.559551,1.924894,0.491168329,6.611426
0.92,3.563447,1.924894,0.492791289,6.610777
0.925,3.566693,1.924569,0.491492921,6.611102
0.93,3.557604,1.924569,0.492142105,6.611426
0.935,3.561824,1.924894,0.492791289,6.611102
0.94,3.56085,1.924894,0.491168329,6.611102
0.945,3.565719,1.925218,0.49311588,6.611102
0.95,3.570912,1.924569,0.491492921,6.611751
0.955,3.565719,1.922946,0.492142105,6.611102
0.96,3.560525,1.924244,0.492791289,6.611426
0.965,3.561174,1.924894,0.491817513,6.611751
0.97,3.563122,1.924569,0.49311588,6.611426
0.975,3.567991,1.924894,0.491817513,6.611102
0.98,3.568315,1.924894,0.492142105,6.611102
0.985,3.564096,1.92392,0.492791289,6.611426
0.99,3.560525,1.925543,0.490843738,6.611102
0.995,3.562473,1.923595,0.49311588,6.611102
1,3.56507,1.924894,0.491817513,6.611102
