Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0.005,3.569289,1.10627,0.620680488,10.630059
0.01,3.570263,1.105297,0.619057529,10.630059
0.015,3.57286,1.10692,0.620680488,10.630059
0.02,3.556955,1.105621,0.620355897,10.630059
0.025,3.569614,1.104972,0.619382121,10.630059
0.03,3.560525,1.10627,0.621329672,10.630059
0.035,3.563447,1.10627,0.619057529,10.630059
0.04,3.558902,1.105297,0.620680488,10.630059
0.045,3.565719,1.105621,0.620031305,10.630059
0.05,3.560525,1.10627,0.619382121,10.630059
0.055,3.562797,1.10627,0.621329672,10.630059
0.06,3.572211,1.106595,0.619057529,10.630059
0.065,3.560201,1.105946,0.620680488,10.630059
0.07,3.562797,1.104972,0.619706713,10.630059
0.075,3.56864,1.105297,0.619706713,10.630059
0.08,3.573509,1.105621,0.621329672,10.630059
0.085,3.556955,1.105621,0.619057529,10.630059
0.09,3.562797,1.105621,0.620680488,10.630059
0.095,3.564745,1.105621,0.620355897,10.630059
0.1,3.565394,1.106595,0.620031305,10.630059
0.105,3.56864,1.105621,0.62100508,10.630059
0.11,3.571886,1.10692,0.619706713,10.630059
0.115,3.563771,1.106595,0.620355897,10.630059
0.12,3.561499,1.106595,0.620031305,10.630059
0.125,3.567342,1.107244,0.619706713,10.630059
0.13,3.562797,1.10627,0.62100508,10.630059
0.135,3.556955,1.10627,0.619057529,10.630059
0.14,3.565719,1.10627,0.620680488,10.630059
0.145,3.56864,1.105946,0.620355897,10.630059
0.15,3.574807,1.10627,0.619706713,10.630059
0.155,3.566368,1.10692,0.62100508,10.630059
0.16,3.579676,1.106595,0.619057529,10.630059
0.165,3.570263,1.106595,0.620355897,10.630059
0.17,3.569289,1.105621,0.620031305,10.630059
0.175,3.559551,1.105621,0.619382121,10.630059
0.18,3.566043,1.10627,0.62100508,10.630059
0.185,3.561824,1.10627,0.619382121,10.630059
0.19,3.563771,1.10692,0.620680488,10.630059
0.195,3.568965,1.10627,0.620031305,10.630059
0.2,3.553709,1.105946,0.619706713,10.630059
0.205,3.565394,1.105946,0.621329672,10.630059
0.21,3.569614,1.105621,0.619057529,10.630059
0.215,3.56507,1.10627,0.62100508,10.630059
0.22,3.569938,1.105621,0.620031305,10.630059
0.225,3.564096,1.10627,0.620031305,10.630059
0.23,3.568965,1.10627,0.62100508,10.630059
0.235,3.571237,1.104972,0.619057529,10.630059
0.24,3.571561,1.105946,0.620031305,10.630059
0.245,3.574158,1.10627,0.619706713,10.630059
0.25,3.555332,1.105621,0.619382121,10.630059
0.255,3.567991,1.10692,0.62100508,10.630059
0.26,3.567666,1.105946,0.619057529,10.630059
0.265,3.560525,1.10627,0.620680488,10.630059
0.27,3.559876,1.105297,0.620355897,10.630059
0.275,3.557928,1.106595,0.620031305,10.630059
0.28,3.573184,1.10627,0.620680488,10.630059
0.285,3.549164,1.10692,0.619057529,10.630059
0.29,3.56442,1.10627,0.620031305,10.630059
0.295,3.566693,1.105946,0.620031305,10.630059
0.3,3.565719,1.10627,0.619706713,10.630059
0.305,3.566693,1.105297,0.62100508,10.630059
0.31,3.573184,1.105297,0.618732937,10.630059
0.315,3.563771,1.10627,0.620355897,10.630059
0.32,3.557928,1.106595,0.620031305,10.630059
0.325,3.564745,1.105297,0.619382121,10.630059
0.33,3.572211,1.105946,0.62100508,10.630059
0.335,3.567342,1.105621,0.618732937,10.630059
0.34,3.574807,1.105946,0.620355897,10.630059
0.345,3.563447,1.106595,0.620355897,10.630059
0.35,3.56507,1.105297,0.619382121,10.630059
0.355,3.566693,1.10627,0.621329672,10.630059
0.36,3.570588,1.105621,0.619382121,10.630059
0.365,3.568315,1.10692,0.620355897,10.630059
0.37,3.571237,1.10627,0.620031305,10.630059
0.375,3.556305,1.105946,0.619382121,10.630059
0.38,3.567991,1.10627,0.62100508,10.630059
0.385,3.571237,1.105946,0.619057529,10.630059
0.39,3.570912,1.105621,0.620355897,10.630059
0.395,3.56085,1.10692,0.620031305,10.630059
0.4,3.563122,1.105946,0.619382121,10.630059
0.405,3.573834,1.105621,0.62100508,10.630059
0.41,3.570912,1.105946,0.618732937,10.630059
0.415,3.559876,1.106595,0.619706713,10.630059
0.42,3.567342,1.107244,0.620031305,10.630059
0.425,3.562473,1.105946,0.619706713,10.630059
0.43,3.560201,1.105621,0.62100508,10.630059
0.435,3.56442,1.105621,0.618732937,10.630059
0.44,3.561499,1.10692,0.620355897,10.630059
0.445,3.559227,1.10692,0.619706713,10.630059
0.45,3.566043,1.105297,0.619057529,10.630059
0.455,3.567666,1.10692,0.62100508,10.630059
0.46,3.557279,1.105946,0.618732937,10.630059
0.465,3.562148,1.10627,0.620355897,10.630059
0.47,3.556955,1.107244,0.619706713,10.630059
0.475,3.574483,1.107893,0.619057529,10.630059
0.48,3.558902,1.105946,0.620680488,10.630059
0.485,3.564096,1.106595,0.618732937,10.630059
0.49,3.56085,1.10692,0.620680488,10.630059
0.495,3.558253,1.107569,0.619706713,10.630059
0.5,3.562473,1.10627,0.619382121,10.630059
0.505,3.56442,1.105946,0.621329672,10.630059
0.51,3.567991,1.106595,0.618408345,10.630059
0.515,3.568965,1.105621,0.620031305,10.630059
0.52,3.557279,1.104972,0.620031305,10.630059
