Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0.632,3.543646,2.957427,0.372692336,1.135808
0.636,3.545918,2.959375,0.371393969,1.096533
0.64,3.553709,2.961322,0.371718561,1.040054
0.644,3.549814,2.965218,0.371069377,0.969617004
0.648,3.562473,2.969437,0.371069377,0.88489843
0.652,3.56442,2.976254,0.370420194,0.786871601
0.656,3.558902,2.98307,0.369446419,0.679431634
0.66,3.561499,2.992484,0.369121827,0.562253945
0.664,3.551761,3.001248,0.367498868,0.437286092
0.668,3.558253,3.011635,0.367498868,0.307124816
0.672,3.561824,3.023645,0.36587591,0.173717671
0.676,3.557279,3.034681,0.36587591,0.039661389
0.68,3.572535,3.046366,0.363279176,-0.094394848
0.684,3.564745,3.058052,0.364252951,-0.224880538
0.688,3.568315,3.070711,0.361007034,-0.349523548
0.692,3.577404,3.082072,0.362305401,-0.467350111
0.696,3.57286,3.093108,0.359708668,-0.57673728
0.7,3.575781,3.103495,0.360357851,-0.674763742
0.704,3.573509,3.113233,0.358085709,-0.761754096
0.708,3.580326,3.121348,0.358734892,-0.834137849
0.712,3.575457,3.129463,0.356787342,-0.89288878
0.716,3.57708,3.135305,0.358085709,-0.935085578
0.72,3.575781,3.140823,0.356138159,-0.962026609
0.724,3.578378,3.144069,0.357761117,-0.971115149
0.728,3.582273,3.146017,0.356462751,-0.964298744
0.732,3.583571,3.14764,0.357111934,-0.940928211
0.736,3.582273,3.146017,0.356462751,-0.900678959
0.74,3.573184,3.14342,0.357111934,-0.844849345
0.744,3.577729,3.139525,0.357111934,-0.774737729
0.748,3.580326,3.136279,0.357761117,-0.690019514
0.752,3.571237,3.128489,0.357761117,-0.593940601
0.756,3.572535,3.121997,0.358734892,-0.486176391
0.76,3.578378,3.114207,0.359708668,-0.369648197
0.764,3.575132,3.105443,0.359708668,-0.245978967
0.768,3.566693,3.095055,0.361331626,-0.115817874
0.772,3.571561,3.084344,0.361656218,0.016290807
0.776,3.568965,3.072658,0.363603768,0.150347081
0.78,3.559551,3.061947,0.362954585,0.285052584
0.784,3.564745,3.049288,0.365551318,0.415538444
0.788,3.561174,3.036953,0.364902135,0.540830881
0.792,3.555656,3.025592,0.36782346,0.659956115
0.796,3.552735,3.014231,0.366849685,0.769343629
0.8,3.552086,3.004169,0.36977101,0.869318005
