Time (s),Accelerometer (V),LED Sensor (V),Voice Coil Voltage (V),Voice Coil Current (V)
0.54,2.13523,2.427689,0.423004054,3.789365
0.545,2.003445,2.362121,0.419433545,1.762597
0.55,2.380948,2.548114,0.390220289,-0.901652731
0.555,2.89478,2.934706,0.353866017,-3.175083
0.56,3.144394,3.367715,0.323029807,-4.193971
0.565,4.419083,3.681924,0.311669099,-3.571083
0.57,3.242097,3.661799,0.320108482,-1.550185
0.575,1.879126,3.387516,0.34088235,1.095234
0.58,1.986566,3.032084,0.373341519,3.371935
0.585,2.869138,2.696778,0.403853141,4.400256
0.59,1.456181,2.407564,0.422679463,3.789041
0.595,1.584395,2.349787,0.419108953,1.763571
0.6,2.528313,2.550386,0.389895697,-0.90132814
0.605,2.999625,2.936329,0.353866017,-3.174109
0.61,2.288114,3.34824,0.322705216,-4.194295
0.615,4.584303,3.686793,0.311669099,-3.571407
0.62,2.651984,3.646868,0.319783891,-1.550185
0.625,4.129542,3.440425,0.34088235,1.094585
0.63,3.013907,3.05513,0.373341519,3.371611
0.635,2.352383,2.684119,0.402879366,4.40123
0.64,1.76779,2.416004,0.423004054,3.789365
0.645,2.213457,2.366666,0.419108953,1.763571
0.65,2.352708,2.547464,0.389895697,-0.901003549
0.655,3.409913,2.948339,0.353866017,-3.174758
0.66,2.683469,3.356679,0.323029807,-4.193646
0.665,4.527498,3.684196,0.311344508,-3.570434
0.67,2.018701,3.630962,0.319459299,-1.550509
0.675,4.26425,3.443671,0.340557758,1.095559
0.68,3.456979,3.065193,0.373990703,3.371286
0.685,2.639,2.689961,0.402879366,4.400256
0.69,1.554857,2.409837,0.422679463,3.790014
0.695,2.257277,2.365692,0.419433545,1.76422
0.7,2.38679,2.549412,0.390220289,-0.900678959
0.705,2.342646,2.920748,0.354190609,-3.173785
0.71,2.630236,3.356355,0.323029807,-4.193971
0.715,2.933407,3.648166,0.311019916,-3.571407
0.72,4.543403,3.692311,0.319459299,-1.551158
0.725,3.955559,3.436854,0.34088235,1.094585
0.73,3.385893,3.064544,0.373666111,3.371935
0.735,2.64679,2.691584,0.403203958,4.400905
0.74,2.069987,2.424119,0.423004054,3.788716
0.745,2.177752,2.365043,0.419433545,1.764869
0.75,2.403669,2.548763,0.389895697,-0.900354368
