Time (s),Motor Speed (RPM),Load Cell 1,Load Cell 2
23.991,50,-0.984794585,-1.22383
24.024,50,-0.934846909,-1.180693
24.057,50,-0.974740183,-1.183612
24.09,50,-0.945225647,-1.198856
24.123,50,-1.032148,-1.197234
24.156,50,-0.960145083,-1.226424
24.189,50,-0.963064103,-1.193667
24.222,50,-0.993227308,-1.207937
24.255,50,-0.993227308,-1.257885
24.288,50,-0.971821163,-1.190423
24.321,50,-0.953658372,-1.157665
24.354,50,-0.987389269,-1.217992
24.387,50,-0.967604801,-1.226749
24.42,50,-0.95819907,-1.188153
24.453,50,-0.959820748,-1.182315
24.486,50,-1.004255,-1.220586
24.519,50,-0.950739352,-1.20437
24.552,50,-0.980902558,-1.178747
24.585,50,-0.99452465,-1.204045
24.618,50,-1.007498,-1.228371
24.651,50,-0.960469419,-1.184261
24.684,50,-0.944901312,-1.211505
24.717,50,-0.989659618,-1.233236
24.75,50,-0.964685781,-1.218316
24.783,50,-0.991281295,-1.181018
24.816,50,-0.968577807,-1.193991
24.849,50,-0.977334867,-1.253993
24.882,50,-1.003282,-1.196586
24.915,50,-0.952036694,-1.210532
24.948,50,-0.992254302,-1.2261
24.981,50,-0.998416677,-1.241993
25.014,50,-0.960793754,-1.20664
25.047,50,-0.952685365,-1.202748
25.08,50,-0.973767176,-1.252371
25.113,50,-0.984145913,-1.196586
25.146,50,-0.975713189,-1.189126
25.179,50,-0.964361445,-1.194315
25.212,50,-1.004579,-1.217992
25.245,50,-0.98511892,-1.166422
25.278,50,-0.956901728,-1.193667
25.311,50,-0.986416262,-1.206316
25.344,50,-0.989010946,-1.204045
25.377,50,-0.991929966,-1.155719
25.41,50,-0.94652299,-1.168693
25.443,50,-1.017228,-1.153773
25.476,50,-0.97279417,-1.181991
25.509,50,-0.956577392,-1.054851
25.542,50,-0.951388023,-1.209883
25.575,50,-1.034418,-1.116475
25.608,50,-0.963388439,-1.168693
25.641,50,-0.999389683,-1.109664
25.674,50,-0.978307874,-1.206316
25.707,50,-1.015931,-1.109339
25.74,50,-0.900143001,-1.144043
25.773,50,-0.982848571,-1.119394
25.806,50,-1.017552,-1.204694
25.839,50,-0.974740183,-1.180369
25.872,50,-0.993551644,-1.15053
25.905,50,-0.983497242,-1.227397
25.938,50,-0.975064518,-1.259507
25.971,50,-0.976686196,-1.212154
26.004,50,-0.963388439,-1.195937
26.037,50,-0.968577807,-1.249452
26.07,50,-0.960793754,-1.252371
26.103,50,-0.960469419,-1.212802
26.136,50,-0.929008869,-1.229668
26.169,50,-0.991605631,-1.247831
26.202,50,-0.960145083,-1.240695
26.235,50,-0.951388023,-1.214424
26.268,50,-0.949766345,-1.250101
26.301,50,-0.997768006,-1.254317
26.334,50,-0.938738936,-1.247506
26.367,50,-0.946847325,-1.217019
26.4,50,-0.973118505,-1.267939
26.433,50,-0.943279634,-1.233884
26.466,50,-0.95236103,-1.213451
26.499,50,-0.960145083,-1.193018
26.532,50,-1.000038,-1.234533
26.565,50,-0.953658372,-1.207613
26.598,50,-0.969550814,-1.184261
26.631,50,-0.959496412,-1.23129
26.664,50,-0.991281295,-1.222532
26.697,50,-0.944576976,-1.205018
26.73,50,-0.96111809,-1.185234
26.763,50,-0.980578223,-1.27021
26.796,50,-0.986416262,-1.173558
26.829,50,-0.969226479,-1.191072
26.862,50,-0.969550814,-1.18491
26.895,50,-1.005228,-1.229668
26.928,50,-0.975713189,-1.198207
26.961,50,-0.959172076,-1.205667
26.994,50,-0.987713604,-1.229668
27.027,50,-0.983497242,-1.217343
27.06,50,-0.978632209,-1.182964
27.093,50,-0.961766761,-1.171936
27.126,50,-0.986416262,-1.259182
27.159,50,-0.939387607,-1.133665
27.192,50,-0.941009285,-1.225451
27.225,50,-0.987064933,-1.190423
27.258,50,-0.975064518,-1.258858
27.291,50,-0.984145913,-1.179072
27.324,50,-0.957550399,-1.162206
27.357,50,-0.990308289,-1.2261
27.39,50,-0.993551644,-1.196586
27.423,50,-0.962739768,-1.192045
27.456,50,-0.973442841,-1.183612
27.489,50,-1.007498,-1.231614
27.522,50,-0.96987515,-1.204694
27.555,50,-0.959820748,-1.178099
27.588,50,-0.979929551,-1.191721
27.621,50,-0.995173322,-1.231614
27.654,50,-0.962739768,-1.176801
27.687,50,-0.954307043,-1.196586
27.72,50,-0.998741012,-1.231614
27.753,50,-0.983172907,-1.187829
27.786,50,-0.978307874,-1.205991
27.819,50,-0.978307874,-1.180693
27.852,50,-0.987064933,-1.221884
27.885,50,-0.975713189,-1.205667
27.918,50,-0.973442841,-1.161557
27.951,50,-0.985443256,-1.207289
27.984,50,-0.966307459,-1.232263
28.017,50,-0.952036694,-1.192694
28.05,50,-0.948144667,-1.191721
28.083,50,-0.975713189,-1.239722
28.116,50,-0.983172907,-1.203397
28.149,50,-0.965983123,-1.191396
28.182,50,-0.966307459,-1.206316
28.215,50,-1.010741,-1.230317
28.248,50,-0.97279417,-1.192369
28.281,50,-0.961442425,-1.194964
28.314,50,-0.983172907,-1.212478
28.347,50,-0.986416262,-1.221884
28.38,50,-0.958523405,-1.185558
28.413,50,-0.945225647,-1.180369
28.446,50,-1.011066,-1.210532
28.479,50,-0.986416262,-1.197883
28.512,50,-0.936792923,-1.186531
28.545,50,-0.984145913,-1.224154
28.578,50,-1.013012,-1.225776
28.611,50,-0.977334867,-1.199505
28.644,50,-0.93257656,-1.195613
28.677,50,-1.014309,-1.198207
28.71,50,-0.965983123,-1.241993
28.743,50,-0.967604801,-1.193018
28.776,50,-0.940360614,-1.20891
28.809,50,-1.031823,-1.210208
28.842,50,-0.979605216,-1.20437
28.875,50,-0.960793754,-1.21864
28.908,50,-0.992902973,-1.203721
28.941,50,-0.98511892,-1.259831
28.974,50,-0.978956545,-1.193991
29.007,50,-0.919278801,-1.201126
29.04,50,-1.006849,-1.217019
29.073,50,-0.95236103,-1.238749
29.106,50,-0.975388854,-1.170639
29.139,50,-0.941657956,-1.217667
29.172,50,-1.017877,-1.211829
29.205,50,-0.948793339,-1.242966
29.238,50,-0.975713189,-1.18491
29.271,50,-0.98511892,-1.214424
29.304,50,-0.992254302,-1.206316
29.337,50,-0.959496412,-1.188802
29.37,50,-0.951063687,-1.181342
29.403,50,-1.027931,-1.235506
29.436,50,-0.980578223,-1.212802
29.469,50,-0.971172492,-1.191721
29.502,50,-0.951063687,-1.202424
